
===== Classifying modified proteins as such ====
G1FV3-29948-MONOMER: Updating molecular-weight-seq from NIL to 116.728
G1FV3-26286-MONOMER: Updating molecular-weight-seq from NIL to 96.033
G1FV3-27748-MONOMER: Updating molecular-weight-seq from NIL to 57.689
G1FV3-24645-MONOMER: Updating molecular-weight-seq from NIL to 28.101
G1FV3-26287-MONOMER: Updating molecular-weight-seq from NIL to 58.651
G1FV3-27749-MONOMER: Updating molecular-weight-seq from NIL to 29.709
G1FV3-26288-MONOMER: Updating molecular-weight-seq from NIL to 23.607
G1FV3-29949-MONOMER: Updating molecular-weight-seq from NIL to 63.318
G1FV3-24646-MONOMER: Updating molecular-weight-seq from NIL to 26.575
G1FV3-27750-MONOMER: Updating molecular-weight-seq from NIL to 42.913
G1FV3-26289-MONOMER: Updating molecular-weight-seq from NIL to 76.074
G1FV3-28015-MONOMER: Updating molecular-weight-seq from NIL to 108.061
G1FV3-29950-MONOMER: Updating molecular-weight-seq from NIL to 31.301
G1FV3-26290-MONOMER: Updating molecular-weight-seq from NIL to 14.843
G1FV3-27752-MONOMER: Updating molecular-weight-seq from NIL to 26.538
G1FV3-24647-MONOMER: Updating molecular-weight-seq from NIL to 34.652
G1FV3-26291-MONOMER: Updating molecular-weight-seq from NIL to 90.061
G1FV3-27753-MONOMER: Updating molecular-weight-seq from NIL to 73.326
G1FV3-26292-MONOMER: Updating molecular-weight-seq from NIL to 29.594
G1FV3-27754-MONOMER: Updating molecular-weight-seq from NIL to 48.618
G1FV3-24648-MONOMER: Updating molecular-weight-seq from NIL to 15.403
G1FV3-29951-MONOMER: Updating molecular-weight-seq from NIL to 45.422
G1FV3-26293-MONOMER: Updating molecular-weight-seq from NIL to 12.318
G1FV3-27755-MONOMER: Updating molecular-weight-seq from NIL to 113.478
G1FV3-29952-MONOMER: Updating molecular-weight-seq from NIL to 64.838
G1FV3-26294-MONOMER: Updating molecular-weight-seq from NIL to 14.087
G1FV3-24649-MONOMER: Updating molecular-weight-seq from NIL to 181.255
G1FV3-27756-MONOMER: Updating molecular-weight-seq from NIL to 39.488
G1FV3-26295-MONOMER: Updating molecular-weight-seq from NIL to 18.303
G1FV3-29953-MONOMER: Updating molecular-weight-seq from NIL to 26.872
G1FV3-27757-MONOMER: Updating molecular-weight-seq from NIL to 28.639
G1FV3-26296-MONOMER: Updating molecular-weight-seq from NIL to 43.885
G1FV3-24650-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-27758-MONOMER: Updating molecular-weight-seq from NIL to 45.95
G1FV3-26297-MONOMER: Updating molecular-weight-seq from NIL to 36.637
G1FV3-27760-MONOMER: Updating molecular-weight-seq from NIL to 50.78
G1FV3-29954-MONOMER: Updating molecular-weight-seq from NIL to 34.334
G1FV3-26298-MONOMER: Updating molecular-weight-seq from NIL to 79.215
G1FV3-24651-MONOMER: Updating molecular-weight-seq from NIL to 40.636
G1FV3-26299-MONOMER: Updating molecular-weight-seq from NIL to 9.994
G1FV3-27762-MONOMER: Updating molecular-weight-seq from NIL to 30.551
G1FV3-29955-MONOMER: Updating molecular-weight-seq from NIL to 105.772
G1FV3-26300-MONOMER: Updating molecular-weight-seq from NIL to 105.152
G1FV3-24652-MONOMER: Updating molecular-weight-seq from NIL to 3.103
G1FV3-27763-MONOMER: Updating molecular-weight-seq from NIL to 19.332
G1FV3-26301-MONOMER: Updating molecular-weight-seq from NIL to 81.045
G1FV3-27764-MONOMER: Updating molecular-weight-seq from NIL to 115.415
G1FV3-26302-MONOMER: Updating molecular-weight-seq from NIL to 86.508
G1FV3-27765-MONOMER: Updating molecular-weight-seq from NIL to 72.488
G1FV3-24653-MONOMER: Updating molecular-weight-seq from NIL to 30.357
G1FV3-29956-MONOMER: Updating molecular-weight-seq from NIL to 109.769
G1FV3-26303-MONOMER: Updating molecular-weight-seq from NIL to 67.068
G1FV3-27766-MONOMER: Updating molecular-weight-seq from NIL to 2.995
G1FV3-29957-MONOMER: Updating molecular-weight-seq from NIL to 32.514
G1FV3-26304-MONOMER: Updating molecular-weight-seq from NIL to 45.245
G1FV3-27767-MONOMER: Updating molecular-weight-seq from NIL to 36.209
G1FV3-24654-MONOMER: Updating molecular-weight-seq from NIL to 60.617
G1FV3-26305-MONOMER: Updating molecular-weight-seq from NIL to 33.199
G1FV3-27768-MONOMER: Updating molecular-weight-seq from NIL to 50.543
G1FV3-26306-MONOMER: Updating molecular-weight-seq from NIL to 32.48
G1FV3-27770-MONOMER: Updating molecular-weight-seq from NIL to 68.249
G1FV3-24655-MONOMER: Updating molecular-weight-seq from NIL to 21.552
G1FV3-29958-MONOMER: Updating molecular-weight-seq from NIL to 16.55
G1FV3-26307-MONOMER: Updating molecular-weight-seq from NIL to 24.96
G1FV3-27774-MONOMER: Updating molecular-weight-seq from NIL to 60.856
G1FV3-26308-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-27775-MONOMER: Updating molecular-weight-seq from NIL to 8.923
G1FV3-24657-MONOMER: Updating molecular-weight-seq from NIL to 170.97
G1FV3-29959-MONOMER: Updating molecular-weight-seq from NIL to 52.12
G1FV3-26309-MONOMER: Updating molecular-weight-seq from NIL to 33.685
G1FV3-27776-MONOMER: Updating molecular-weight-seq from NIL to 14.68
G1FV3-29960-MONOMER: Updating molecular-weight-seq from NIL to 53.937
G1FV3-26310-MONOMER: Updating molecular-weight-seq from NIL to 60.547
G1FV3-24658-MONOMER: Updating molecular-weight-seq from NIL to 28.658
G1FV3-27777-MONOMER: Updating molecular-weight-seq from NIL to 73.351
G1FV3-26311-MONOMER: Updating molecular-weight-seq from NIL to 111.194
G1FV3-27778-MONOMER: Updating molecular-weight-seq from NIL to 73.915
G1FV3-26312-MONOMER: Updating molecular-weight-seq from NIL to 44.244
G1FV3-27779-MONOMER: Updating molecular-weight-seq from NIL to 40.927
G1FV3-24660-MONOMER: Updating molecular-weight-seq from NIL to 2.587
G1FV3-29961-MONOMER: Updating molecular-weight-seq from NIL to 2.795
G1FV3-26313-MONOMER: Updating molecular-weight-seq from NIL to 45.271
G1FV3-27780-MONOMER: Updating molecular-weight-seq from NIL to 34.583
G1FV3-26314-MONOMER: Updating molecular-weight-seq from NIL to 40.366
G1FV3-29962-MONOMER: Updating molecular-weight-seq from NIL to 80.041
G1FV3-24661-MONOMER: Updating molecular-weight-seq from NIL to 50.36
G1FV3-27781-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-26315-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-27782-MONOMER: Updating molecular-weight-seq from NIL to 112.457
G1FV3-29963-MONOMER: Updating molecular-weight-seq from NIL to 64.326
G1FV3-26316-MONOMER: Updating molecular-weight-seq from NIL to 35.851
G1FV3-27783-MONOMER: Updating molecular-weight-seq from NIL to 137.024
G1FV3-24662-MONOMER: Updating molecular-weight-seq from NIL to 27.872
G1FV3-26317-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29964-MONOMER: Updating molecular-weight-seq from NIL to 29.164
G1FV3-27784-MONOMER: Updating molecular-weight-seq from NIL to 131.457
G1FV3-26318-MONOMER: Updating molecular-weight-seq from NIL to 57.389
G1FV3-24663-MONOMER: Updating molecular-weight-seq from NIL to 16.701
G1FV3-27785-MONOMER: Updating molecular-weight-seq from NIL to 103.753
G1FV3-26319-MONOMER: Updating molecular-weight-seq from NIL to 2.995
G1FV3-29965-MONOMER: Updating molecular-weight-seq from NIL to 10.306
G1FV3-27786-MONOMER: Updating molecular-weight-seq from NIL to 93.855
G1FV3-26320-MONOMER: Updating molecular-weight-seq from NIL to 35.719
G1FV3-24664-MONOMER: Updating molecular-weight-seq from NIL to 52.569
G1FV3-27787-MONOMER: Updating molecular-weight-seq from NIL to 37.782
G1FV3-26321-MONOMER: Updating molecular-weight-seq from NIL to 41.106
G1FV3-29966-MONOMER: Updating molecular-weight-seq from NIL to 56.342
G1FV3-27788-MONOMER: Updating molecular-weight-seq from NIL to 38.242
G1FV3-26322-MONOMER: Updating molecular-weight-seq from NIL to 25.439
G1FV3-28105-MONOMER: Updating molecular-weight-seq from NIL to 16.558
G1FV3-24665-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-27789-MONOMER: Updating molecular-weight-seq from NIL to 31.459
G1FV3-26323-MONOMER: Updating molecular-weight-seq from NIL to 111.976
G1FV3-27790-MONOMER: Updating molecular-weight-seq from NIL to 24.462
G1FV3-26324-MONOMER: Updating molecular-weight-seq from NIL to 5.964
G1FV3-29967-MONOMER: Updating molecular-weight-seq from NIL to 38.332
G1FV3-24666-MONOMER: Updating molecular-weight-seq from NIL to 88.094
G1FV3-27791-MONOMER: Updating molecular-weight-seq from NIL to 37.89
G1FV3-26325-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-27792-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-26326-MONOMER: Updating molecular-weight-seq from NIL to 25.798
G1FV3-29968-MONOMER: Updating molecular-weight-seq from NIL to 45.339
G1FV3-24667-MONOMER: Updating molecular-weight-seq from NIL to 74.092
G1FV3-27793-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-26327-MONOMER: Updating molecular-weight-seq from NIL to 24.321
G1FV3-27794-MONOMER: Updating molecular-weight-seq from NIL to 2.879
G1FV3-26328-MONOMER: Updating molecular-weight-seq from NIL to 44.608
G1FV3-27795-MONOMER: Updating molecular-weight-seq from NIL to 13.743
G1FV3-24668-MONOMER: Updating molecular-weight-seq from NIL to 16.665
G1FV3-29969-MONOMER: Updating molecular-weight-seq from NIL to 11.29
G1FV3-26329-MONOMER: Updating molecular-weight-seq from NIL to 91.104
G1FV3-29970-MONOMER: Updating molecular-weight-seq from NIL to 49.634
G1FV3-27796-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-26330-MONOMER: Updating molecular-weight-seq from NIL to 40.856
G1FV3-27797-MONOMER: Updating molecular-weight-seq from NIL to 55.399
G1FV3-24669-MONOMER: Updating molecular-weight-seq from NIL to 15.966
G1FV3-26331-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29971-MONOMER: Updating molecular-weight-seq from NIL to 59.324
G1FV3-26332-MONOMER: Updating molecular-weight-seq from NIL to 39.239
G1FV3-27800-MONOMER: Updating molecular-weight-seq from NIL to 13.214
G1FV3-24670-MONOMER: Updating molecular-weight-seq from NIL to 64.397
G1FV3-27799-MONOMER: Updating molecular-weight-seq from NIL to 44.441
G1FV3-26333-MONOMER: Updating molecular-weight-seq from NIL to 50.07
G1FV3-26334-MONOMER: Updating molecular-weight-seq from NIL to 57.509
G1FV3-27802-MONOMER: Updating molecular-weight-seq from NIL to 35.875
G1FV3-24671-MONOMER: Updating molecular-weight-seq from NIL to 53.259
G1FV3-29972-MONOMER: Updating molecular-weight-seq from NIL to 60.606
G1FV3-26335-MONOMER: Updating molecular-weight-seq from NIL to 55.878
G1FV3-27803-MONOMER: Updating molecular-weight-seq from NIL to 33.333
G1FV3-29973-MONOMER: Updating molecular-weight-seq from NIL to 12.929
G1FV3-26336-MONOMER: Updating molecular-weight-seq from NIL to 23.809
G1FV3-27900-MONOMER: Updating molecular-weight-seq from NIL to 59.442
G1FV3-24672-MONOMER: Updating molecular-weight-seq from NIL to 42.087
G1FV3-26337-MONOMER: Updating molecular-weight-seq from NIL to 15.448
G1FV3-27805-MONOMER: Updating molecular-weight-seq from NIL to 38.841
G1FV3-29974-MONOMER: Updating molecular-weight-seq from NIL to 23.797
G1FV3-26338-MONOMER: Updating molecular-weight-seq from NIL to 92.926
G1FV3-24673-MONOMER: Updating molecular-weight-seq from NIL to 186.565
G1FV3-27806-MONOMER: Updating molecular-weight-seq from NIL to 107.281
G1FV3-26339-MONOMER: Updating molecular-weight-seq from NIL to 27.755
G1FV3-27807-MONOMER: Updating molecular-weight-seq from NIL to 39.824
G1FV3-24674-MONOMER: Updating molecular-weight-seq from NIL to 56.331
G1FV3-29975-MONOMER: Updating molecular-weight-seq from NIL to 213.81
G1FV3-26340-MONOMER: Updating molecular-weight-seq from NIL to 40.172
G1FV3-26341-MONOMER: Updating molecular-weight-seq from NIL to 38.568
G1FV3-24675-MONOMER: Updating molecular-weight-seq from NIL to 31.201
G1FV3-27809-MONOMER: Updating molecular-weight-seq from NIL to 68.964
G1FV3-26342-MONOMER: Updating molecular-weight-seq from NIL to 92.106
G1FV3-27810-MONOMER: Updating molecular-weight-seq from NIL to 67.809
G1FV3-24676-MONOMER: Updating molecular-weight-seq from NIL to 41.817
G1FV3-29976-MONOMER: Updating molecular-weight-seq from NIL to 26.997
G1FV3-26343-MONOMER: Updating molecular-weight-seq from NIL to 34.093
G1FV3-27811-MONOMER: Updating molecular-weight-seq from NIL to 26.608
G1FV3-29977-MONOMER: Updating molecular-weight-seq from NIL to 13.402
G1FV3-26344-MONOMER: Updating molecular-weight-seq from NIL to 12.907
G1FV3-27812-MONOMER: Updating molecular-weight-seq from NIL to 35.945
G1FV3-24677-MONOMER: Updating molecular-weight-seq from NIL to 39.657
G1FV3-26345-MONOMER: Updating molecular-weight-seq from NIL to 44.797
G1FV3-27813-MONOMER: Updating molecular-weight-seq from NIL to 86.935
G1FV3-26346-MONOMER: Updating molecular-weight-seq from NIL to 82.678
G1FV3-24678-MONOMER: Updating molecular-weight-seq from NIL to 59.63
G1FV3-29978-MONOMER: Updating molecular-weight-seq from NIL to 67.593
G1FV3-26347-MONOMER: Updating molecular-weight-seq from NIL to 42.104
G1FV3-27820-MONOMER: Updating molecular-weight-seq from NIL to 57.06
G1FV3-27815-MONOMER: Updating molecular-weight-seq from NIL to 62.308
G1FV3-26348-MONOMER: Updating molecular-weight-seq from NIL to 77.173
G1FV3-29979-MONOMER: Updating molecular-weight-seq from NIL to 64.089
G1FV3-24679-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-27816-MONOMER: Updating molecular-weight-seq from NIL to 37.316
G1FV3-26349-MONOMER: Updating molecular-weight-seq from NIL to 39.623
G1FV3-29980-MONOMER: Updating molecular-weight-seq from NIL to 67.583
G1FV3-27817-MONOMER: Updating molecular-weight-seq from NIL to 16.575
G1FV3-26350-MONOMER: Updating molecular-weight-seq from NIL to 40.507
G1FV3-24680-MONOMER: Updating molecular-weight-seq from NIL to 2.795
G1FV3-27818-MONOMER: Updating molecular-weight-seq from NIL to 13.538
G1FV3-26351-MONOMER: Updating molecular-weight-seq from NIL to 31.643
G1FV3-27819-MONOMER: Updating molecular-weight-seq from NIL to 30.048
G1FV3-26352-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-24681-MONOMER: Updating molecular-weight-seq from NIL to 48.058
G1FV3-29981-MONOMER: Updating molecular-weight-seq from NIL to 22.677
G1FV3-26353-MONOMER: Updating molecular-weight-seq from NIL to 66.825
G1FV3-29982-MONOMER: Updating molecular-weight-seq from NIL to 9.252
G1FV3-27821-MONOMER: Updating molecular-weight-seq from NIL to 40.822
G1FV3-26354-MONOMER: Updating molecular-weight-seq from NIL to 55.125
G1FV3-24682-MONOMER: Updating molecular-weight-seq from NIL to 85.638
G1FV3-27822-MONOMER: Updating molecular-weight-seq from NIL to 66.359
G1FV3-26355-MONOMER: Updating molecular-weight-seq from NIL to 37.86
G1FV3-27910-MONOMER: Updating molecular-weight-seq from NIL to 109.706
G1FV3-29983-MONOMER: Updating molecular-weight-seq from NIL to 40.023
G1FV3-27823-MONOMER: Updating molecular-weight-seq from NIL to 23.052
G1FV3-26356-MONOMER: Updating molecular-weight-seq from NIL to 51.591
G1FV3-27824-MONOMER: Updating molecular-weight-seq from NIL to 45.002
G1FV3-24683-MONOMER: Updating molecular-weight-seq from NIL to 59.98
G1FV3-26357-MONOMER: Updating molecular-weight-seq from NIL to 85.39
G1FV3-29984-MONOMER: Updating molecular-weight-seq from NIL to 88.153
G1FV3-27825-MONOMER: Updating molecular-weight-seq from NIL to 13.051
G1FV3-26358-MONOMER: Updating molecular-weight-seq from NIL to 61.401
G1FV3-27826-MONOMER: Updating molecular-weight-seq from NIL to 32.655
G1FV3-24684-MONOMER: Updating molecular-weight-seq from NIL to 38.149
G1FV3-26359-MONOMER: Updating molecular-weight-seq from NIL to 54.932
G1FV3-29985-MONOMER: Updating molecular-weight-seq from NIL to 53.45
G1FV3-27827-MONOMER: Updating molecular-weight-seq from NIL to 42.236
G1FV3-26361-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-24685-MONOMER: Updating molecular-weight-seq from NIL to 80.624
G1FV3-26362-MONOMER: Updating molecular-weight-seq from NIL to 68.002
G1FV3-27829-MONOMER: Updating molecular-weight-seq from NIL to 68.27
G1FV3-26363-MONOMER: Updating molecular-weight-seq from NIL to 64.198
G1FV3-29986-MONOMER: Updating molecular-weight-seq from NIL to 33.889
G1FV3-24686-MONOMER: Updating molecular-weight-seq from NIL to 16.15
G1FV3-27831-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-26364-MONOMER: Updating molecular-weight-seq from NIL to 59.485
G1FV3-27832-MONOMER: Updating molecular-weight-seq from NIL to 13.09
G1FV3-29987-MONOMER: Updating molecular-weight-seq from NIL to 46.704
G1FV3-26365-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-27833-MONOMER: Updating molecular-weight-seq from NIL to 61.76
G1FV3-24687-MONOMER: Updating molecular-weight-seq from NIL to 23.592
G1FV3-26366-MONOMER: Updating molecular-weight-seq from NIL to 34.407
G1FV3-29988-MONOMER: Updating molecular-weight-seq from NIL to 66.584
G1FV3-27834-MONOMER: Updating molecular-weight-seq from NIL to 71.82
G1FV3-26367-MONOMER: Updating molecular-weight-seq from NIL to 85.193
G1FV3-27835-MONOMER: Updating molecular-weight-seq from NIL to 40.414
G1FV3-24688-MONOMER: Updating molecular-weight-seq from NIL to 92.567
G1FV3-26368-MONOMER: Updating molecular-weight-seq from NIL to 22.092
G1FV3-29989-MONOMER: Updating molecular-weight-seq from NIL to 37.402
G1FV3-27836-MONOMER: Updating molecular-weight-seq from NIL to 29.182
